Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Robert Covington,SF-PF,33,TOT,29,6,16.8,1.5,3.4,0.439,0.7,1.9,0.339,0.8,1.4,0.571,0.536,0.8,0.9,0.846,1.1,2.3,3.3,0.8,1.3,0.6,0.4,1.9,4.4
101,Robert Covington,PF,33,LAC,3,3,23,1,3,0.333,0.7,2.7,0.25,0.3,0.3,1,0.444,0.3,0.7,0.5,0.7,2,2.7,2.3,2,0.7,0,2.3,3
101,Robert Covington,SF,33,PHI,26,3,16.1,1.5,3.4,0.449,0.7,1.8,0.354,0.9,1.6,0.561,0.545,0.8,0.9,0.875,1.1,2.3,3.4,0.7,1.3,0.6,0.4,1.9,4.5
102,Torrey Craig,SF,33,CHI,31,7,20.8,2.1,5,0.417,1.1,2.9,0.367,1,2.1,0.485,0.522,0.6,0.8,0.8,1.7,2.9,4.7,1,0.6,0.4,0.6,2.3,5.9
103,Jae Crowder,PF,33,MIL,22,6,25.1,2.6,6,0.439,1.5,4,0.386,1.1,2,0.545,0.568,0.7,1.1,0.667,0.4,3,3.4,1.7,0.7,0.2,0.4,1.8,7.5
104,Cade Cunningham,PG,22,DET,42,42,34.4,8.4,18.6,0.45,1.8,5.3,0.339,6.6,13.4,0.493,0.497,3.8,4.5,0.861,0.4,3.6,4,7.5,1,0.3,3.6,2.7,22.4
105,Seth Curry,SG,33,TOT,37,3,12.9,1.5,4,0.372,0.8,2.2,0.361,0.7,1.8,0.385,0.473,0.5,0.5,0.895,0.4,1,1.5,0.8,0.5,0.1,0.5,0.9,4.2
105,Seth Curry,SG,33,DAL,36,3,12.7,1.5,4,0.372,0.8,2.2,0.363,0.7,1.8,0.385,0.472,0.5,0.5,0.895,0.4,1,1.4,0.8,0.5,0.1,0.4,0.9,4.3
105,Seth Curry,SG,33,CHO,1,0,20,1,3,0.333,1,3,0.333,0,0,0,0.5,0,0,0,1,1,2,1,2,1,1,0,3
106,Stephen Curry,PG,35,GSW,47,47,33.4,9.1,19.7,0.464,5,11.8,0.421,4.1,7.9,0.528,0.59,4.8,5.2,0.927,0.5,3.9,4.4,4.8,0.8,0.4,3,1.8,28.1
107,Dyson Daniels,PG,20,NOP,52,15,21.9,2.2,4.9,0.438,0.6,2.1,0.291,1.5,2.8,0.548,0.5,0.6,1,0.64,1,2.7,3.7,2.6,1.4,0.4,1,1.6,5.5
108,Anthony Davis,C,30,LAL,50,50,35.8,9.5,17.1,0.554,0.3,1.2,0.279,9.1,15.9,0.576,0.564,5.4,6.7,0.807,3,9,12.1,3.9,1.2,2.4,2.1,2.4,24.7
109,Johnny Davis,SG,21,WAS,23,0,8,1,2.6,0.407,0.1,0.3,0.286,1,2.3,0.423,0.424,0.2,0.3,0.571,0.4,0.5,0.9,0.3,0.3,0.1,0.3,0.6,2.3
110,JD Davison,SG,21,BOS,2,0,3,0,0.5,0,0,0.5,0,0,0,0,0,1,1,1,0.5,0.5,1,0,0,0,0,0,1
111,Dexter Dennis,SG,24,DAL,4,0,7.5,2.5,4.8,0.526,0.3,2,0.125,2.3,2.8,0.818,0.553,0.3,0.8,0.333,0.3,2,2.3,1,0,0.3,0.8,0.3,5.5
112,DeMar DeRozan,SF,34,CHI,51,51,37.6,7.8,16.6,0.468,1,2.8,0.34,6.8,13.8,0.494,0.496,6,7.1,0.853,0.6,3.5,4.1,5.2,1.2,0.6,1.5,2.2,22.5
113,Moussa Diabaté,C,22,LAC,10,0,5.8,0.9,1.8,0.5,0,0,0,0.9,1.8,0.5,0.5,0.9,1.2,0.75,1.4,0.6,2,0.4,0.4,0,0.2,0.4,2.7
114,Mamadi Diakite,PF,27,SAS,3,0,5.3,1.3,1.7,0.8,0,0,0,1.3,1.7,0.8,0.8,1.3,2,0.667,0.3,0.7,1,0.7,0,0.3,0,0.3,4
115,Hamidou Diallo,SG,25,WAS,2,0,2.5,0.5,1,0.5,0,0,0,0.5,1,0.5,0.5,0,0,0,1,0,1,0.5,1,0,0.5,0.5,1
116,Gradey Dick,SG,20,TOR,32,1,14.9,1.7,4.4,0.38,0.9,2.8,0.337,0.8,1.7,0.453,0.486,0.7,0.8,0.92,0.4,1.3,1.7,1.2,0.5,0,0.6,1.4,5
117,Ousmane Dieng,PF,20,OKC,28,0,11.3,1.5,3.5,0.434,0.7,2.2,0.323,0.8,1.3,0.622,0.535,0.4,0.5,0.857,0.3,1.4,1.7,1,0.1,0.1,0.5,0.6,4.2
118,Spencer Dinwiddie,PG,30,BRK,48,48,30.7,4.1,10.4,0.391,1.9,5.8,0.32,2.2,4.6,0.48,0.48,2.6,3.3,0.781,0.5,2.8,3.3,6,0.8,0.2,1.3,1.8,12.6
119,Donte DiVincenzo,SG,27,NYK,53,35,24.7,4.8,10.4,0.459,3,7.2,0.417,1.8,3.2,0.554,0.604,1,1.3,0.729,0.7,2.5,3.2,2.4,1.2,0.3,1.1,1.9,13.5
120,Luka Don?i?,PG,24,DAL,45,45,37.6,11.6,23.7,0.491,4,10.4,0.38,7.7,13.3,0.577,0.574,7.3,9.4,0.776,0.8,8,8.8,9.4,1.4,0.6,3.9,2,34.5
121,Luguentz Dort,SF,24,OKC,51,51,28.4,3.6,8.2,0.437,1.9,4.8,0.389,1.7,3.4,0.506,0.551,1.6,2,0.814,1.1,2.7,3.8,1.3,0.8,0.7,0.9,3,10.7
122,Ayo Dosunmu,SG,24,CHI,51,12,25,3.8,7.6,0.5,1.3,3.2,0.398,2.5,4.4,0.573,0.583,0.9,1.2,0.78,0.6,1.9,2.5,2.2,0.8,0.5,1,2.1,9.7
123,Andre Drummond,C,30,CHI,53,8,16.5,3.3,5.9,0.563,0,0,0,3.3,5.8,0.566,0.563,1.5,2.6,0.55,3.4,5.1,8.5,0.5,1.1,0.6,1.1,1.7,8.1
124,Chris Duarte,SF,26,SAC,36,11,12.9,1.3,3.5,0.362,0.6,1.9,0.319,0.7,1.6,0.414,0.449,0.6,0.7,0.769,0.4,1.4,1.8,0.9,0.5,0.1,0.6,1.7,3.7
125,Kris Dunn,PG,29,UTA,45,27,17.9,2.2,4.6,0.473,0.6,1.5,0.42,1.5,3.1,0.5,0.543,0.3,0.4,0.65,0.7,2.2,2.9,4.3,1,0.5,1.3,1.8,5.3
126,Kevin Durant,PF,35,PHO,46,46,37.1,10.3,19.2,0.535,2.3,5.1,0.445,8,14,0.568,0.595,5.5,6.3,0.872,0.5,6,6.5,5.7,0.9,1.3,3.2,1.8,28.3
127,Jalen Duren,C,20,DET,37,36,30.4,6.3,9.8,0.641,0,0.1,0,6.3,9.7,0.646,0.641,1.8,2.4,0.742,3.4,8.8,12.2,2.5,0.4,0.8,2,3.3,14.3
128,Tari Eason,PF,22,HOU,22,0,21.8,4,8.6,0.466,0.8,2.3,0.36,3.2,6.3,0.504,0.513,1,1.5,0.636,2.1,4.9,7,1.2,1.4,0.9,0.9,2.3,9.8
129,Anthony Edwards,SG,22,MIN,49,49,35.1,8.9,19.2,0.465,2.6,6.6,0.393,6.3,12.6,0.503,0.532,5.4,6.5,0.834,0.6,4.6,5.2,5.2,1.2,0.5,3.4,2,25.9
130,Kessler Edwards,SF,23,SAC,35,0,5,0.6,1.5,0.412,0.3,0.9,0.364,0.3,0.5,0.5,0.529,0.1,0.1,0.75,0.1,0.6,0.8,0.3,0.1,0.1,0,0.4,1.6
131,Keon Ellis,SG,24,SAC,31,3,11.9,1.2,2.8,0.432,0.9,2.3,0.375,0.4,0.5,0.688,0.585,0.4,0.5,0.647,0.3,1,1.3,1.2,0.5,0.4,0.5,1.4,3.7
132,Joel Embiid,C,29,PHI,34,34,34,11.8,22.2,0.533,1.2,3.3,0.366,10.6,18.9,0.562,0.56,10.5,11.9,0.883,2.6,8.7,11.3,5.7,1.1,1.8,3.7,2.9,35.3
133,Drew Eubanks,C,26,PHO,47,3,16.2,2.3,3.6,0.635,0.1,0.1,1,2.2,3.6,0.629,0.644,1.1,1.4,0.735,1.3,3,4.3,1,0.4,0.8,1,1.7,5.7
134,Tosan Evbuomwan,SF,22,MEM,4,0,18.5,1,3.8,0.267,0.5,2,0.25,0.5,1.8,0.286,0.333,0,0,0,2,1.5,3.5,1.5,0,0.3,0.3,1.3,2.5
135,Dante Exum,PG,28,DAL,32,14,19.7,3.6,6.3,0.571,1,2,0.477,2.7,4.3,0.616,0.648,1,1.4,0.727,0.6,2.2,2.8,2.8,0.6,0.2,0.8,1.6,9.2
136,Bruno Fernando,C,25,ATL,16,0,7.8,1.4,2.6,0.561,0,0.2,0,1.4,2.4,0.605,0.561,1,1.8,0.571,0.6,1.8,2.3,0.4,0.1,0.6,0.5,1.1,3.9
137,Dorian Finney-Smith,PF,30,BRK,43,32,28.7,3.3,8,0.41,2.1,5.4,0.38,1.2,2.6,0.473,0.539,0.3,0.5,0.636,1.7,3.1,4.8,1.5,0.7,0.6,0.8,2.3,9
138,Malachi Flynn,PG,25,TOT,45,0,11.9,1.4,3.6,0.406,0.7,2.1,0.344,0.7,1.5,0.493,0.506,0.6,0.7,0.788,0.3,1.3,1.6,1.8,0.4,0.1,0.8,1,4.2
138,Malachi Flynn,PG,25,TOR,31,0,15.3,1.8,4.4,0.409,0.9,2.6,0.35,0.9,1.8,0.491,0.511,0.5,0.7,0.773,0.4,1.7,2.1,2.4,0.6,0.2,1.1,1.4,5.1
138,Malachi Flynn,PG,25,NYK,14,0,4.3,0.6,1.6,0.391,0.3,0.9,0.308,0.4,0.7,0.5,0.478,0.6,0.8,0.818,0,0.4,0.4,0.4,0.1,0,0.2,0.2,2.2
139,Simone Fontecchio,SF,28,TOT,51,34,23.4,3.3,7.4,0.448,1.8,4.7,0.388,1.5,2.6,0.556,0.573,0.6,0.8,0.805,1.1,2.6,3.6,1.5,0.6,0.4,1,1.6,9.1
139,Simone Fontecchio,SF,28,UTA,50,34,23.2,3.2,7.2,0.45,1.8,4.7,0.391,1.4,2.5,0.56,0.577,0.6,0.8,0.8,1,2.5,3.5,1.5,0.6,0.4,1,1.6,8.9
139,Simone Fontecchio,SF,28,DET,1,0,32,8,19,0.421,3,9,0.333,5,10,0.5,0.5,1,1,1,2,7,9,1,1,0,1,1,20
140,Jordan Ford,PG,25,SAC,6,0,3.7,0.7,1.2,0.571,0.3,0.5,0.667,0.3,0.7,0.5,0.714,0.3,0.3,1,0,0.3,0.3,0.3,0,0,0.2,0,2
141,Trent Forrest,SG,25,ATL,20,0,10.5,0.8,2.4,0.319,0.1,0.4,0.286,0.7,2,0.325,0.34,0.4,0.5,0.8,0.3,1.1,1.3,2.1,0.4,0.1,0.6,0.9,2
142,Evan Fournier,SG,31,NYK,3,0,13,1.3,6.7,0.2,0.7,5,0.133,0.7,1.7,0.4,0.25,0.7,0.7,1,0,1.3,1.3,1,1.3,0,0.3,1.3,4
143,De'Aaron Fox,PG,26,SAC,46,46,35.3,9.5,20.3,0.465,2.9,7.7,0.376,6.5,12.6,0.519,0.536,4.6,6.5,0.707,0.8,3.1,3.9,5.4,1.8,0.4,2.5,2.6,26.4
144,Javon Freeman-Liberty,PG,24,TOR,2,0,2,0.5,1.5,0.333,0,0,0,0.5,1.5,0.333,0.333,0,0,0,0.5,0,0.5,0,0,0,0,0,1
145,Alex Fudge,SF,20,LAL,4,0,3.5,0.3,1.5,0.167,0,0.5,0,0.3,1,0.25,0.167,0.5,0.5,1,0.5,0,0.5,0,0,0,0.3,0.3,1
146,Markelle Fultz,PG,25,ORL,20,14,24.3,4.1,8.2,0.494,0.1,0.4,0.143,4,7.9,0.51,0.497,0.5,0.8,0.563,1.3,2.1,3.4,3.7,1.4,0.4,1.2,1.8,8.6
147,Daniel Gafford,C-PF,25,TOT,46,45,26.3,4.6,6.6,0.689,0,0,0,4.6,6.6,0.689,0.689,1.9,2.7,0.712,2.9,5.1,8,1.5,1,2.1,1,3.2,11.1
147,Daniel Gafford,C,25,WAS,45,45,26.5,4.5,6.5,0.69,0,0,0,4.5,6.5,0.69,0.69,1.9,2.6,0.706,2.9,5.1,8,1.5,1,2.2,1,3.3,10.9
147,Daniel Gafford,PF,25,DAL,1,0,17,7,11,0.636,0,0,0,7,11,0.636,0.636,5,6,0.833,4,5,9,0,0,1,0,2,19
148,Danilo Gallinari,PF-SF,35,TOT,32,0,14.8,2.2,4.8,0.451,0.8,2.4,0.355,1.3,2.4,0.545,0.539,2.1,2.5,0.85,0.4,2.4,2.8,1.3,0.3,0.2,0.4,1.1,7.3
148,Danilo Gallinari,PF,35,WAS,26,0,14.8,2.2,5,0.435,0.8,2.5,0.313,1.4,2.6,0.552,0.511,1.8,2.2,0.839,0.5,2.5,2.9,1.2,0.2,0.1,0.5,1,7
148,Danilo Gallinari,SF,35,DET,6,0,15,2,3.7,0.545,1.2,2,0.583,0.8,1.7,0.5,0.705,3.5,4,0.875,0.3,2,2.3,2,0.3,0.3,0.2,1.5,8.7
149,Darius Garland,PG,24,CLE,27,27,31.9,6.7,14.3,0.469,1.6,4.9,0.326,5.1,9.4,0.543,0.525,3.3,3.9,0.857,0.5,1.9,2.4,5.8,1.4,0.1,3.4,1.4,18.3
150,Usman Garuba,PF,21,GSW,2,0,3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0
151,Luka Garza,C,25,MIN,12,0,3,0.8,1.9,0.435,0.2,0.6,0.286,0.7,1.3,0.5,0.478,0.5,0.8,0.6,0.4,0.4,0.8,0.2,0,0,0.2,0.8,2.3
152,Kaiser Gates,SF,27,NOP,1,0,7,0,4,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
153,Keyonte George,PG,20,UTA,47,16,24.3,3.6,9.3,0.386,1.7,5.2,0.333,1.9,4.1,0.453,0.479,2.4,3,0.821,0.3,2.5,2.8,4.2,0.4,0.1,2,1,11.3
154,Paul George,PF,33,LAC,48,48,33.8,7.9,17.3,0.46,3.3,8.3,0.4,4.6,8.9,0.516,0.557,3.3,3.6,0.909,0.6,4.8,5.3,3.6,1.6,0.4,2.1,2.9,22.5
155,Taj Gibson,PF,38,NYK,14,1,10.8,0.5,1.6,0.318,0,0.4,0,0.5,1.1,0.438,0.318,0.1,0.1,1,0.6,1.3,1.9,0.6,0.1,0.4,0.3,1.9,1.1
156,Josh Giddey,SG,21,OKC,52,52,24.9,4.6,10.4,0.445,1,3,0.331,3.7,7.5,0.49,0.492,1.2,1.5,0.831,1.4,4.8,6.1,4.5,0.7,0.5,2,1.3,11.5
157,Harry Giles,C,25,BRK,16,0,5.1,1.4,2.8,0.5,0.2,0.7,0.273,1.2,2.1,0.576,0.534,0.4,0.8,0.538,0.8,0.9,1.6,0.4,0.1,0.2,0.4,0.9,3.4
158,Shai Gilgeous-Alexander,PG,25,OKC,52,52,34.6,10.9,20,0.548,1.2,3.3,0.368,9.7,16.6,0.584,0.578,8,9,0.883,0.9,4.7,5.6,6.6,2.2,0.9,2.2,2.5,31.1
159,Anthony Gill,PF,31,WAS,29,0,5.6,0.8,1.6,0.489,0.1,0.4,0.25,0.7,1.2,0.571,0.521,0.4,0.6,0.75,0.4,0.8,1.3,0.4,0.2,0.2,0.5,0.4,2.1
160,Collin Gillespie,PG,24,DEN,16,0,6.6,0.8,1.7,0.481,0.3,0.9,0.286,0.6,0.8,0.692,0.556,0.3,0.4,0.714,0.1,0.3,0.4,0.6,0.3,0,0.3,0.8,2.2
161,Jacob Gilyard,PG,25,MEM,36,14,17.8,1.7,3.9,0.426,1.4,3.3,0.429,0.3,0.6,0.409,0.606,0.1,0.1,1,0.2,0.9,1.2,3.5,0.7,0.1,0.8,1,4.8
162,Rudy Gobert,C,31,MIN,51,51,33.4,5.2,7.9,0.649,0,0,0,5.2,7.9,0.653,0.649,3.4,5.3,0.639,3.5,9,12.5,1.2,0.6,2,1.5,3,13.7
163,Jordan Goodwin,PG,25,PHO,40,0,14,1.9,4.8,0.389,0.6,2,0.288,1.3,2.8,0.46,0.448,0.6,0.7,0.862,1,1.9,2.9,2,0.6,0.2,0.7,1.1,5
164,Aaron Gordon,PF,28,DEN,47,47,31.8,5.4,9.8,0.545,0.6,1.8,0.302,4.8,8,0.601,0.574,2.3,3.7,0.624,2.5,4,6.5,3.1,0.8,0.7,1.3,1.9,13.6
165,Eric Gordon,SG,35,PHO,45,21,29.8,4.5,9.9,0.459,2.4,6.3,0.387,2.1,3.6,0.588,0.583,0.8,1,0.8,0.3,1.8,2.1,2.2,0.9,0.5,1.3,1.3,12.3
166,Devonte' Graham,PG,28,SAS,10,0,8.8,1.1,2.8,0.393,0.7,2,0.35,0.4,0.8,0.5,0.518,0.6,0.8,0.75,0.2,1.1,1.3,1.9,0.3,0.1,0.3,0.4,3.5
167,Jerami Grant,PF,29,POR,45,45,34,7.4,16.1,0.461,2.1,5.2,0.405,5.3,11,0.487,0.526,5,6.2,0.809,0.7,3.1,3.8,2.7,0.7,0.7,2,2.2,21.9
168,A.J. Green,SG,24,MIL,33,0,8.8,1.4,3.2,0.438,1.2,2.8,0.418,0.2,0.4,0.571,0.619,0.2,0.2,1,0.2,0.8,1,0.6,0,0,0.1,0.9,4.2
169,Danny Green,SG,36,PHI,2,0,9,0,1,0,0,0.5,0,0,0.5,0,0,0,0,0,0,1,1,0.5,0.5,0,0,0.5,0
170,Draymond Green,PF,33,GSW,26,23,26.8,3.4,6.8,0.503,1,2.5,0.4,2.4,4.3,0.563,0.576,1.3,1.6,0.786,1.3,5.2,6.5,6.2,0.7,0.9,2.6,3.1,9.1
171,Jalen Green,SG,21,HOU,52,52,30.8,6.3,15.3,0.415,2.1,6.6,0.316,4.3,8.7,0.49,0.483,3.6,4.5,0.798,0.4,4.4,4.9,3.4,0.7,0.3,2.3,1.3,18.3
172,Jeff Green,PF,37,HOU,50,5,17,2.1,4.2,0.49,0.4,1.5,0.301,1.6,2.7,0.591,0.543,1.8,2.2,0.82,0.6,1.6,2.2,0.8,0.2,0.5,0.8,1.5,6.4
173,Josh Green,SG,23,DAL,40,23,27.5,3.4,7,0.484,1.5,3.6,0.406,1.9,3.4,0.566,0.588,0.8,1.2,0.66,0.6,2.7,3.3,2.6,0.8,0.2,1.1,2,9
174,AJ Griffin,SF,20,ATL,18,0,7.3,0.7,2.5,0.289,0.5,1.8,0.273,0.2,0.7,0.333,0.389,0.1,0.1,1,0.1,0.7,0.8,0.2,0.1,0.1,0.3,0.3,2.1
175,Quentin Grimes,SG,23,NYK,45,18,20.2,2.5,6.4,0.395,1.7,4.7,0.363,0.8,1.6,0.486,0.53,0.5,0.8,0.706,0.3,1.6,2,1.2,0.7,0.1,0.5,1.5,7.3
176,Mouhamed Gueye,PF,21,ATL,2,0,2,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0
177,Rui Hachimura,PF,25,LAL,40,11,23.9,4.3,8.6,0.5,1.2,3,0.383,3.2,5.6,0.563,0.567,1.6,2.1,0.747,0.8,3,3.7,1.1,0.7,0.3,0.8,1.4,11.3
178,Ashton Hagans,PG,24,POR,2,1,25.5,2,5.5,0.364,0,2,0,2,3.5,0.571,0.364,0.5,1,0.5,0,2,2,3.5,0.5,0.5,1.5,3.5,4.5
179,Tyrese Haliburton,PG,23,IND,41,40,31.9,7.9,15.9,0.496,3.1,7.9,0.396,4.8,8,0.594,0.594,3.1,3.7,0.854,0.6,3.2,3.9,11.7,1,0.7,2.4,1,22.1
180,R.J. Hampton,PG,22,MIA,8,2,9.5,0.5,1.8,0.286,0.1,1,0.125,0.4,0.8,0.5,0.321,0.1,0.3,0.5,0.3,0.5,0.8,1,0,0,0.4,1,1.3
181,Tim Hardaway Jr.,SF,31,DAL,50,10,30,6,14.4,0.419,3.2,8.8,0.368,2.8,5.7,0.498,0.531,2.4,2.8,0.877,0.3,3.3,3.6,1.7,0.5,0,0.9,1.5,17.7
182,James Harden,PG,34,LAC,46,46,34.5,5.1,11.4,0.448,2.8,6.7,0.422,2.3,4.7,0.486,0.572,4.3,4.9,0.875,0.4,4.7,5.1,8.5,1.2,0.9,2.6,2.1,17.3
183,Jaden Hardy,SG,21,DAL,48,6,15.6,3,7.3,0.405,1.4,3.8,0.367,1.6,3.6,0.444,0.499,0.8,1.1,0.717,0.3,1.7,2,1.7,0.4,0.1,0.8,1.2,8.1
184,Ron Harper Jr.,PF,23,TOR,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
185,Gary Harris,SG,29,ORL,32,6,22.4,2.4,5.6,0.428,1.2,3.8,0.322,1.2,1.8,0.644,0.536,0.8,1,0.781,0.5,1.1,1.6,1.8,0.8,0.3,0.5,1.7,6.8
186,Joe Harris,SG,32,DET,16,0,10.6,0.9,2.4,0.359,0.6,1.9,0.333,0.3,0.6,0.444,0.487,0.1,0.1,0.5,0.2,0.6,0.8,0.6,0.2,0.1,0.3,1.2,2.4
187,Kevon Harris,SG,26,ORL,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
188,Tobias Harris,PF,31,PHI,48,48,34,6.8,13.3,0.507,1.2,3.4,0.346,5.6,9.9,0.562,0.551,3.1,3.4,0.896,1.1,5,6,3.4,1,0.5,1.5,1.7,17.7
189,Shaquille Harrison,SG,30,MEM,3,0,2,0.3,0.7,0.5,0,0,0,0.3,0.7,0.5,0.5,0,0,0,0,0.7,0.7,0,0,0.3,0,0,0.7
190,Josh Hart,SF,28,NYK,52,13,29.6,3,7,0.421,0.9,2.9,0.305,2.1,4.1,0.502,0.484,0.9,1.1,0.839,1.3,5.8,7.1,3.2,0.8,0.3,1.3,1.9,7.7
191,Isaiah Hartenstein,C,25,NYK,50,24,25.6,2.9,4.6,0.619,0,0.1,0.333,2.8,4.6,0.623,0.621,1.4,2,0.707,3.4,5.3,8.7,2,1.2,1.1,1.2,2.9,7.1
192,Sam Hauser,SF,26,BOS,52,5,21.5,2.8,6.3,0.441,2.2,5.4,0.41,0.6,0.9,0.63,0.617,0.3,0.3,0.882,0.6,2.7,3.3,1,0.4,0.3,0.5,1.3,8.1
193,Jordan Hawkins,SG,21,NOP,48,10,20.2,3.2,7.9,0.401,2,5.1,0.381,1.2,2.8,0.439,0.525,1.3,1.5,0.847,0.5,2.1,2.7,1.3,0.4,0.1,0.8,1.3,9.6
194,Jaxson Hayes,C,23,LAL,43,3,11,1.5,2.2,0.695,0,0.1,0,1.5,2.1,0.742,0.695,0.6,1,0.61,0.8,1.5,2.2,0.4,0.5,0.4,0.5,1.7,3.7
195,Killian Hayes,PG,22,DET,42,31,24,2.8,6.7,0.413,0.5,1.8,0.297,2.3,5,0.455,0.452,0.8,1.2,0.66,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,6.9
196,Gordon Hayward,SF,33,CHO,25,25,31.9,5.6,11.9,0.468,0.9,2.4,0.361,4.7,9.4,0.496,0.505,2.5,3.2,0.765,1,3.7,4.7,4.6,1.1,0.5,2,1.8,14.5
197,Scoot Henderson,PG,19,POR,41,15,26.7,4.4,11.8,0.373,1.2,4,0.315,3.2,7.9,0.402,0.426,2.7,3.3,0.81,0.9,2.1,3,4.6,0.6,0.2,3,3,12.8
198,Taylor Hendricks,PF,20,UTA,14,0,14.2,1.7,4.5,0.381,0.9,2.6,0.351,0.8,1.9,0.423,0.484,0.4,0.6,0.75,0.9,1.7,2.6,0.5,0.6,0.6,0.8,0.9,4.8
199,Tyler Herro,SG,24,MIA,33,33,33.6,7.9,18,0.437,3.3,8.2,0.404,4.5,9.8,0.464,0.529,1.9,2.2,0.838,0.5,4.8,5.3,4.3,0.9,0.1,2.2,1.5,21
200,Buddy Hield,SF-SG,31,TOT,54,30,26.1,4.6,10.3,0.444,2.7,7,0.384,1.9,3.3,0.574,0.575,0.5,0.6,0.829,0.7,2.6,3.3,2.8,0.9,0.6,1.2,2,12.3
200,Buddy Hield,SF,31,IND,52,28,25.7,4.4,9.9,0.443,2.6,6.9,0.384,1.8,3.1,0.575,0.575,0.5,0.6,0.848,0.7,2.6,3.2,2.7,0.8,0.6,1.2,2,12
200,Buddy Hield,SG,31,PHI,2,2,38,8.5,18.5,0.459,4,10.5,0.381,4.5,8,0.563,0.568,0.5,1,0.5,1,3.5,4.5,6,2,0,2,3,21.5
201,Haywood Highsmith,PF,27,MIA,38,24,20.7,2.1,4.9,0.427,1.1,2.8,0.37,1,2,0.506,0.535,0.5,0.6,0.792,0.8,2,2.8,1.1,0.9,0.5,0.6,2.1,5.7
202,Nate Hinton,SG,24,HOU,10,0,4.3,0.7,1.5,0.467,0.5,0.8,0.625,0.2,0.7,0.286,0.633,0.2,0.2,1,0.2,0.7,0.9,0.4,0.1,0.1,0.2,0.8,2.1
203,D'Moi Hodge,SG,25,LAL,7,0,5.9,0.7,2.1,0.333,0.4,1.7,0.25,0.3,0.4,0.667,0.433,0.1,0.3,0.5,0,0,0,0.7,0.1,0.1,0.1,0.6,2
204,Aaron Holiday,PG,27,HOU,49,1,17.5,2.4,5.4,0.456,1.2,3,0.4,1.3,2.4,0.525,0.567,0.7,0.8,0.921,0.2,1.6,1.8,1.9,0.6,0.1,0.8,1.6,6.8
205,Jrue Holiday,PG,33,BOS,48,48,33.5,5,10.7,0.472,2.1,4.8,0.439,3,5.9,0.498,0.569,1.1,1.4,0.833,1.4,4.5,5.9,4.6,0.8,0.7,1.9,1.6,13.3
206,Justin Holiday,SG,34,DEN,30,8,14,1.4,2.9,0.471,0.8,2,0.41,0.5,0.9,0.615,0.615,0,0.1,0.5,0.2,1,1.2,1,0.6,0.1,0.2,1.3,3.6
207,Richaun Holmes,C,30,DAL,23,2,10.3,1.4,2.6,0.559,0,0,0,1.4,2.6,0.559,0.559,0.5,0.9,0.571,1.4,2,3.4,0.7,0.1,0.4,0.5,1.4,3.4
208,Chet Holmgren,C,21,OKC,53,53,30,6.3,11.8,0.536,1.7,4.3,0.394,4.7,7.6,0.616,0.607,2.4,3.2,0.768,1.5,6,7.5,2.7,0.7,2.6,1.6,2.5,16.8
209,Jalen Hood-Schifino,SG,20,LAL,16,0,5.9,0.5,2.3,0.222,0.1,0.7,0.091,0.4,1.6,0.28,0.236,0.6,1,0.625,0.1,0.6,0.7,0.5,0.2,0.1,0.5,0.7,1.7
210,Al Horford,C,37,BOS,44,21,27,2.9,6.2,0.472,1.6,4.1,0.402,1.3,2.1,0.609,0.605,0.3,0.4,0.833,1.3,5.5,6.7,2.8,0.5,1,0.8,1.5,7.8
211,Talen Horton-Tucker,PG,23,UTA,33,11,20.9,3.9,9.5,0.406,1.2,3.5,0.328,2.7,6,0.452,0.467,1.7,2.2,0.77,0.5,2.1,2.5,4,1,0.3,1.5,1.9,10.6
212,Danuel House Jr.,SF,30,PHI,34,4,15,1.4,3.1,0.448,0.4,1.5,0.3,0.9,1.6,0.582,0.519,1,1.4,0.761,0.5,1.2,1.7,0.8,0.4,0.1,0.6,1.3,4.2
213,Caleb Houstan,SF,21,ORL,38,7,14.9,1.5,4,0.384,1.3,3.7,0.362,0.2,0.3,0.7,0.553,0.4,0.6,0.773,0.6,1.1,1.6,0.6,0.3,0,0.3,1.2,4.8
214,Jett Howard,SF,20,ORL,11,0,3.8,0.6,1.7,0.368,0.4,1.3,0.286,0.3,0.5,0.6,0.474,0.2,0.4,0.5,0.1,0.4,0.5,0.3,0,0.1,0.2,0.1,1.8
215,Kevin Huerter,SG,25,SAC,50,45,25,4.1,9.1,0.449,2,5.6,0.366,2,3.5,0.583,0.562,0.7,0.9,0.791,0.6,3,3.6,2.6,0.7,0.4,0.8,2.2,10.9
